Directory,File,Id_avant validation,Id,Validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Machine,Opérateur,Projet,Habitat1,Habitat2
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_215249_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,1,2017,10,3,21,52,3/10/2017,21:52,3/10/2017,A-LIFE,48,58,0,5,4,4,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_215844_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,3,2017,10,3,21,58,3/10/2017,21:58,3/10/2017,A-LIFE,18,58,0,5,3,1,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220029_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoema,0,2017,10,3,22,0,3/10/2017,22:00,3/10/2017,A-LIFE,30,57,0,3,2,1,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220034_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,0,2017,10,3,22,0,3/10/2017,22:00,3/10/2017,A-LIFE,20,57,0,5,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220054_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,6,Myoalc,0,2017,10,3,22,0,3/10/2017,22:00,3/10/2017,A-LIFE,16,57,0,5,3,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220454_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,1,2017,10,3,22,4,3/10/2017,22:04,3/10/2017,A-LIFE,19,57,0,5,3,1,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220459_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,3,22,4,3/10/2017,22:04,3/10/2017,A-LIFE,19,56,0,5,5,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220639_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,1,2017,10,3,22,6,3/10/2017,22:06,3/10/2017,A-LIFE,23,58,0,5,4,5,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220644_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,0,2017,10,3,22,6,3/10/2017,22:06,3/10/2017,A-LIFE,12,56,0,4,2,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220654_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,0,2017,10,3,22,6,3/10/2017,22:06,3/10/2017,A-LIFE,20,56,0,5,2,6,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220709_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,0,2017,10,3,22,7,3/10/2017,22:07,3/10/2017,A-LIFE,27,57,0,6,4,1,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220714_000.wav,ChiroSp,ChiroSp,C. Brabant,Main,Myosp,4,Myoema,1,2017,10,3,22,7,3/10/2017,22:07,3/10/2017,A-LIFE,2,56,0,3,0,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_220719_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,6,Myoalc,0,2017,10,3,22,7,3/10/2017,22:07,3/10/2017,A-LIFE,43,58,0,5,4,3,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_221154_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoema,1,2017,10,3,22,11,3/10/2017,22:11,3/10/2017,A-LIFE,5,59,0,2,0,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_221339_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,1,2017,10,3,22,13,3/10/2017,22:13,3/10/2017,A-LIFE,55,58,0,5,3,4,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_221939_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,7,Myoalc,1,2017,10,3,22,19,3/10/2017,22:19,3/10/2017,A-LIFE,21,58,0,2,2,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_222934_000.wav,parasi,Myosp,C. Brabant,Main,parasi,0,parasi,0,2017,10,3,22,29,3/10/2017,22:29,3/10/2017,A-LIFE,13,58,0,5,2,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_225604_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoema,1,2017,10,3,22,56,3/10/2017,22:56,3/10/2017,A-LIFE,18,58,0,4,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_230019_000.wav,ChiroSp,ChiroSp,C. Brabant,Main,Myosp,3,Myoema,0,2017,10,3,23,0,3/10/2017,23:00,3/10/2017,A-LIFE,6,57,0,2,0,2,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_230029_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,3,2017,10,3,23,0,3/10/2017,23:00,3/10/2017,A-LIFE,43,57,0,3,3,1,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_230034_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,1,2017,10,3,23,0,3/10/2017,23:00,3/10/2017,A-LIFE,29,57,0,5,3,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_230044_000.wav,Myosp,Myosp,C. Brabant,Main,Myosp,6,Myoalc,0,2017,10,3,23,0,3/10/2017,23:00,3/10/2017,A-LIFE,19,57,0,5,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_231249_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,4,2017,10,3,23,12,3/10/2017,23:12,3/10/2017,A-LIFE,6,58,0,2,2,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_231259_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,5,Myoalc,1,2017,10,3,23,12,3/10/2017,23:12,3/10/2017,A-LIFE,22,59,0,5,3,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171003_231324_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,5,Myoalc,2,2017,10,3,23,13,3/10/2017,23:13,3/10/2017,A-LIFE,73,57,0,2,4,2,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_000759_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,0,2017,10,4,0,7,4/10/2017,0:07,3/10/2017,A-LIFE,30,59,0,5,2,2,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_003609_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,1,2017,10,4,0,36,4/10/2017,0:36,3/10/2017,A-LIFE,24,56,0,2,2,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_010859_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,4,Rhifer,4,2017,10,4,1,8,4/10/2017,1:08,3/10/2017,A-LIFE,10,59,0,5,3,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_014119_000.wav,parasi,ChiroSp,C. Brabant,Main,parasi,1,parasi,1,2017,10,4,1,41,4/10/2017,1:41,3/10/2017,A-LIFE,6,56,0,2,1,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220219_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,22,2,4/10/2017,22:02,4/10/2017,A-LIFE,12,56,0,6,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220244_000.wav,ChiroSp,ChiroSp,C. Brabant,Main,Myosp,4,Myoalc,0,2017,10,4,22,2,4/10/2017,22:02,4/10/2017,A-LIFE,10,59,0,2,0,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220259_000.wav,ChiroSp,ChiroSp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,22,2,4/10/2017,22:02,4/10/2017,A-LIFE,3,50,0,5,3,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220459_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoema,0,2017,10,4,22,4,4/10/2017,22:04,4/10/2017,A-LIFE,23,57,0,2,1,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220509_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,22,5,4/10/2017,22:05,4/10/2017,A-LIFE,14,57,0,5,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220724_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,22,7,4/10/2017,22:07,4/10/2017,A-LIFE,20,57,0,6,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_220724_000.wav,ChiroSp,Myosp,C. Brabant,Secondary,Myosp,4,Myoalc,0,2017,10,4,22,7,4/10/2017,22:07,4/10/2017,A-LIFE,4,56,0,1,1,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_222144_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,22,21,4/10/2017,22:21,4/10/2017,A-LIFE,12,59,0,5,5,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_222219_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,4,Rhifer,4,2017,10,4,22,22,4/10/2017,22:22,4/10/2017,A-LIFE,14,60,0,5,5,2,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_222229_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,22,22,4/10/2017,22:22,4/10/2017,A-LIFE,16,56,0,6,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_223424_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,1,2017,10,4,22,34,4/10/2017,22:34,4/10/2017,A-LIFE,53,57,0,2,1,1,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_223429_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,4,Rhifer,3,2017,10,4,22,34,4/10/2017,22:34,4/10/2017,A-LIFE,18,57,0,6,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_224549_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,4,Myoalc,0,2017,10,4,22,45,4/10/2017,22:45,4/10/2017,A-LIFE,26,57,0,5,3,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_230004_000.wav,ChiroSp,Myosp,C. Brabant,Main,Myosp,3,Myoalc,0,2017,10,4,23,0,4/10/2017,23:00,4/10/2017,A-LIFE,27,57,0,5,4,3,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_230334_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,4,Rhifer,4,2017,10,4,23,3,4/10/2017,23:03,4/10/2017,A-LIFE,9,56,0,5,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
F:/2017/SM2-A/Sons/WAV/,A-LIFE_20171004_230354_000.wav,ChiroSp,Myosp,C. Brabant,Main,Rhisp,3,Rhifer,3,2017,10,4,23,3,4/10/2017,23:03,4/10/2017,A-LIFE,19,59,0,6,4,0,ligne 161 - DB5,SM2-A,C. Brabant,Plecobrux,"Cavité - carrière, mine et grotte",
