Directory,File,Id
/storage/Barba_Lux_2018/,H-BARBA_20180708_031708_002_1.wav,Barbar
/storage/Barba_Lux_2018/,H-BARBA_20180708_031708_002_2.wav,Barbar
/storage/Barba_Lux_2018/,H-BARBA_20180708_220036_002_1.wav,PippiT
/storage/Barba_Lux_2018/,H-BARBA_20180708_220036_002_2.wav,PippiT
/storage/Barba_Lux_2018/,H-BARBA_20180708_234857_002_1.wav,Myomyo
/storage/Barba_Lux_2018/,H-BARBA_20180708_234857_002_2.wav,Myomyo
/storage/Barba_Lux_2018/,H-BARBA_20180709_004946_002_1.wav,Myonat
/storage/Barba_Lux_2018/,H-BARBA_20180709_004946_002_2.wav,Myonat
/storage/Barba_Lux_2018/,H-BARBA_20180709_020417_002_1.wav,Myomyo
/storage/Barba_Lux_2018/,H-BARBA_20180709_020417_002_2.wav,Myomyo
/storage/Barba_Lux_2018/,H-BARBA_20180709_030340_002_1.wav,Barbar
/storage/Barba_Lux_2018/,H-BARBA_20180709_030340_002_2.wav,Barbar
/storage/Barba_Lux_2018/,H-BARBA_20180709_040122_002_1.wav,Barbar
/storage/Barba_Lux_2018/,H-BARBA_20180709_040122_002_2.wav,Barbar
/storage/Barba_Lux_2018/,A-LPB_20180707_221001_831_1.wav,PippiT
/storage/Barba_Lux_2018/,A-LPB_20180707_221001_831_2.wav,PippiT
/storage/Barba_Lux_2018/,A-LPB_20180707_231728_934_1.wav,Eptser
/storage/Barba_Lux_2018/,A-LPB_20180707_231728_934_2.wav,Eptser
/storage/Barba_Lux_2018/,A-LPB_20180707_234015_794_1.wav,ENVsp
/storage/Barba_Lux_2018/,A-LPB_20180707_234015_794_2.wav,ENVsp
/storage/Barba_Lux_2018/,A-LPB_20180708_014944_513_1.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180708_014944_513_2.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180708_221339_179_1.wav,PippiT
/storage/Barba_Lux_2018/,A-LPB_20180708_221339_179_2.wav,PippiT
/storage/Barba_Lux_2018/,A-LPB_20180709_012010_797_1.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180709_012010_797_2.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180709_024213_829_1.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180709_024213_829_2.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180709_025104_185_1.wav,Myomyo
/storage/Barba_Lux_2018/,A-LPB_20180709_025104_185_2.wav,Myomyo
/storage/Barba_Lux_2018/,D-LPB_20180708_222459_595_1.wav,PippiT
/storage/Barba_Lux_2018/,D-LPB_20180708_222459_595_2.wav,PippiT
/storage/Barba_Lux_2018/,D-LPB_20180708_225100_259_1.wav,Barbar
/storage/Barba_Lux_2018/,D-LPB_20180708_225100_259_2.wav,Barbar
/storage/Barba_Lux_2018/,E-LPB_20180707_222135_000_1.wav,PippiT
/storage/Barba_Lux_2018/,E-LPB_20180707_222135_000_2.wav,PippiT
/storage/Barba_Lux_2018/,E-LPB_20180707_232930_000_1.wav,Rhifer
/storage/Barba_Lux_2018/,E-LPB_20180707_232930_000_2.wav,Rhifer
/storage/Barba_Lux_2018/,E-LPB_20180707_234650_000_1.wav,Pipnat
/storage/Barba_Lux_2018/,E-LPB_20180707_234650_000_2.wav,Pipnat
/storage/Barba_Lux_2018/,E-LPB_20180708_222940_000_1.wav,Eptser
/storage/Barba_Lux_2018/,E-LPB_20180708_222940_000_2.wav,Eptser
/storage/Barba_Lux_2018/,E-LPB_20180708_223200_000_1.wav,PippiT
/storage/Barba_Lux_2018/,E-LPB_20180708_223200_000_2.wav,PippiT
/storage/Barba_Lux_2018/,E-LPB_20180708_224050_000_1.wav,Myosp
/storage/Barba_Lux_2018/,E-LPB_20180708_224050_000_2.wav,Myosp
/storage/Barba_Lux_2018/,E-LPB_20180708_225806_000_1.wav,Eptser
/storage/Barba_Lux_2018/,E-LPB_20180708_225806_000_2.wav,Eptser
/storage/Barba_Lux_2018/,E-LPB_20180708_233040_000_1.wav,Plesp
/storage/Barba_Lux_2018/,E-LPB_20180708_233040_000_2.wav,Plesp
/storage/Barba_Lux_2018/,E-LPB_20180709_015205_000_1.wav,Pleaus
/storage/Barba_Lux_2018/,E-LPB_20180709_015205_000_2.wav,Pleaus
/storage/Barba_Lux_2018/,E-LPB_20180709_020015_000_1.wav,Pip50
/storage/Barba_Lux_2018/,E-LPB_20180709_020015_000_2.wav,Pip50
/storage/Barba_Lux_2018/,E-LPB_20180709_031200_000_1.wav,Pipnat
/storage/Barba_Lux_2018/,E-LPB_20180709_031200_000_2.wav,Pipnat
/storage/Barba_Lux_2018/,E-LPB_20180709_040810_000_1.wav,Myosp
/storage/Barba_Lux_2018/,E-LPB_20180709_040810_000_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180707_215436_002_1.wav,Pipnat
/storage/Barba_Lux_2018/,I_20180707_215436_002_2.wav,Pipnat
/storage/Barba_Lux_2018/,I_20180707_220301_002_1.wav,PippiT
/storage/Barba_Lux_2018/,I_20180707_220301_002_2.wav,PippiT
/storage/Barba_Lux_2018/,I_20180707_222952_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180707_222952_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180707_230307_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180707_230307_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180707_235206_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180707_235206_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_031245_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_031245_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_032919_002_1.wav,Pippyg
/storage/Barba_Lux_2018/,I_20180708_032919_002_2.wav,Pippyg
/storage/Barba_Lux_2018/,I_20180708_035146_002_1.wav,Pipnat
/storage/Barba_Lux_2018/,I_20180708_035146_002_2.wav,Pipnat
/storage/Barba_Lux_2018/,I_20180708_220301_002_1.wav,PippiT
/storage/Barba_Lux_2018/,I_20180708_220301_002_2.wav,PippiT
/storage/Barba_Lux_2018/,I_20180708_225043_002_1.wav,Nyclei
/storage/Barba_Lux_2018/,I_20180708_225043_002_2.wav,Nyclei
/storage/Barba_Lux_2018/,I_20180708_225543_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_225543_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_225548_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_225548_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_234329_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180708_234329_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180709_000353_002_1.wav,Myosp
/storage/Barba_Lux_2018/,I_20180709_000353_002_2.wav,Myosp
/storage/Barba_Lux_2018/,I_20180709_020315_002_1.wav,Myomyo
/storage/Barba_Lux_2018/,I_20180709_020315_002_2.wav,Myomyo
/storage/LPB2018/,A-LPB_20180626_232039_000_1.wav,ENVsp
/storage/LPB2018/,A-LPB_20180626_232039_000_2.wav,ENVsp
/storage/LPB2018/,B-LPB_20180620_225011_422_1.wav,ENVsp
/storage/LPB2018/,B-LPB_20180620_225011_422_2.wav,ENVsp
/storage/LPB2018/,A-LPB_20180808_230914_000_1.wav,Eptser
/storage/LPB2018/,A-LPB_20180808_230914_000_2.wav,Eptser
/storage/LPB2018/,B-LPB_20180621_043810_891_1.wav,Eptser
/storage/LPB2018/,B-LPB_20180621_043810_891_2.wav,Eptser
/storage/LPB2018/,B-LPB_20180621_222024_000_1.wav,Eptser
/storage/LPB2018/,B-LPB_20180621_222024_000_2.wav,Eptser
/storage/LPB2018/,A-LPB_20180807_230924_000_1.wav,Eptser
/storage/LPB2018/,A-LPB_20180807_230924_000_2.wav,Eptser
/storage/LPB2018/,A-LPB_20180808_050502_311_1.wav,ENVsp
/storage/LPB2018/,A-LPB_20180808_050502_311_2.wav,ENVsp
/storage/LPB2018/,A-LPB_20180808_215719_000_1.wav,ENVsp
/storage/LPB2018/,A-LPB_20180808_215719_000_2.wav,ENVsp
/storage/LPB2018/,S4U00311_20180815_015710_000_1.wav,Myomys
/storage/LPB2018/,S4U00311_20180815_015710_000_2.wav,Myomys
/storage/LPB2018/,C-LPB_20180807_224025_870_1.wav,Myosp
/storage/LPB2018/,C-LPB_20180807_224025_870_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180627_041724_965_1.wav,Myomyo
/storage/LPB2018/,A-LPB_20180627_041724_965_2.wav,Myomyo
/storage/LPB2018/,S4U00311_20180814_005410_000_1.wav,Myomys
/storage/LPB2018/,S4U00311_20180814_005410_000_2.wav,Myomys
/storage/LPB2018/,C-LPB_20180808_222505_000_1.wav,Myodau
/storage/LPB2018/,C-LPB_20180808_222505_000_2.wav,Myodau
/storage/LPB2018/,C-LPB_20180808_025416_390_1.wav,Myodau
/storage/LPB2018/,C-LPB_20180808_025416_390_2.wav,Myodau
/storage/LPB2018/,A-LPB_20180808_223954_000_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180808_223954_000_2.wav,Myosp
/storage/LPB2018/,C-LPB_20180809_035806_163_1.wav,Myomys
/storage/LPB2018/,C-LPB_20180809_035806_163_2.wav,Myomys
/storage/LPB2018/,S4U00311_20180815_012825_000_1.wav,Myonat
/storage/LPB2018/,S4U00311_20180815_012825_000_2.wav,Myonat
/storage/LPB2018/,E-LPB_20180817_220340_000_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180817_220340_000_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180808_220839_000_1.wav,Myodau
/storage/LPB2018/,A-LPB_20180808_220839_000_2.wav,Myodau
/storage/LPB2018/,S4U00311_20180814_030702_000_1.wav,Myosp
/storage/LPB2018/,S4U00311_20180814_030702_000_2.wav,Myosp
/storage/LPB2018/,S4U00311_20180816_000848_000_1.wav,Myomyo
/storage/LPB2018/,S4U00311_20180816_000848_000_2.wav,Myomyo
/storage/LPB2018/,D-LPB_20180817_000522_796_1.wav,Myosp
/storage/LPB2018/,D-LPB_20180817_000522_796_2.wav,Myosp
/storage/LPB2018/,E-LPB_20180701_035843_311_1.wav,Myodau
/storage/LPB2018/,E-LPB_20180701_035843_311_2.wav,Myodau
/storage/LPB2018/,D-LPB_20180817_003203_109_1.wav,Myosp
/storage/LPB2018/,D-LPB_20180817_003203_109_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180628_040950_028_1.wav,Myonat
/storage/LPB2018/,A-LPB_20180628_040950_028_2.wav,Myonat
/storage/LPB2018/,A-LPB_20180610_013956_821_1.wav,Myomys
/storage/LPB2018/,A-LPB_20180610_013956_821_2.wav,Myomys
/storage/LPB2018/,E-LPB_20180629_225451_536_1.wav,Myomys
/storage/LPB2018/,E-LPB_20180629_225451_536_2.wav,Myomys
/storage/LPB2018/,E-LPB_20180616_035242_208_1.wav,Myoalc
/storage/LPB2018/,E-LPB_20180616_035242_208_2.wav,Myoalc
/storage/LPB2018/,A-LPB_20180807_220114_000_1.wav,Myomys
/storage/LPB2018/,A-LPB_20180807_220114_000_2.wav,Myomys
/storage/LPB2018/,A-LPB_20180608_015236_429_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180608_015236_429_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180808_221244_000_1.wav,Myodau
/storage/LPB2018/,A-LPB_20180808_221244_000_2.wav,Myodau
/storage/LPB2018/,A-LPB_20180628_041012_023_1.wav,Myonat
/storage/LPB2018/,A-LPB_20180628_041012_023_2.wav,Myonat
/storage/LPB2018/,A-LPB_20180807_220119_000_1.wav,Myomys
/storage/LPB2018/,A-LPB_20180807_220119_000_2.wav,Myomys
/storage/LPB2018/,S4U00311_20180816_013435_000_1.wav,Myomys
/storage/LPB2018/,S4U00311_20180816_013435_000_2.wav,Myomys
/storage/LPB2018/,A-LPB_20180627_040312_641_1.wav,Myobra
/storage/LPB2018/,A-LPB_20180627_040312_641_2.wav,Myobra
/storage/LPB2018/,A-LPB_20180628_041022_023_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180628_041022_023_2.wav,Myosp
/storage/LPB2018/,D-LPB_20180816_221602_946_1.wav,Myomys
/storage/LPB2018/,D-LPB_20180816_221602_946_2.wav,Myomys
/storage/LPB2018/,A-LPB_20180629_235029_243_1.wav,Myonat
/storage/LPB2018/,A-LPB_20180629_235029_243_2.wav,Myonat
/storage/LPB2018/,E-LPB_20180617_225441_921_1.wav,Myoema
/storage/LPB2018/,E-LPB_20180617_225441_921_2.wav,Myoema
/storage/LPB2018/,C-LPB_20180702_234400_000_1.wav,Myosp
/storage/LPB2018/,C-LPB_20180702_234400_000_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180627_040542_619_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180627_040542_619_2.wav,Myosp
/storage/LPB2018/,E-LPB_20180618_021057_933_1.wav,Myoema
/storage/LPB2018/,E-LPB_20180618_021057_933_2.wav,Myoema
/storage/LPB2018/,E-LPB_20180616_031222_952_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180616_031222_952_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180611_041743_453_1.wav,Myomys
/storage/LPB2018/,A-LPB_20180611_041743_453_2.wav,Myomys
/storage/LPB2018/,A-LPB_20180808_221059_000_1.wav,Myomys
/storage/LPB2018/,A-LPB_20180808_221059_000_2.wav,Myomys
/storage/LPB2018/,A-LPB_20180611_031641_892_1.wav,Myodau
/storage/LPB2018/,A-LPB_20180611_031641_892_2.wav,Myodau
/storage/LPB2018/,A-LPB_20180807_221114_000_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180807_221114_000_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180610_023920_909_1.wav,Myomys
/storage/LPB2018/,A-LPB_20180610_023920_909_2.wav,Myomys
/storage/LPB2018/,A-LPB_20180808_215924_000_1.wav,Myodau
/storage/LPB2018/,A-LPB_20180808_215924_000_2.wav,Myodau
/storage/LPB2018/,E-LPB_20180711_035524_215_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180711_035524_215_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180611_004227_221_1.wav,Myodau
/storage/LPB2018/,A-LPB_20180611_004227_221_2.wav,Myodau
/storage/LPB2018/,A-LPB_20180808_221149_000_1.wav,Myodau
/storage/LPB2018/,A-LPB_20180808_221149_000_2.wav,Myodau
/storage/LPB2018/,E-LPB_20180628_230342_073_1.wav,Myomys
/storage/LPB2018/,E-LPB_20180628_230342_073_2.wav,Myomys
/storage/LPB2018/,B-LPB_20180609_033911_879_1.wav,Myonat
/storage/LPB2018/,B-LPB_20180609_033911_879_2.wav,Myonat
/storage/LPB2018/,A-LPB_20180630_232902_963_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180630_232902_963_2.wav,Myosp
/storage/LPB2018/,C-LPB_20180702_231205_000_1.wav,Myoema
/storage/LPB2018/,C-LPB_20180702_231205_000_2.wav,Myoema
/storage/LPB2018/,E-LPB_20180627_041935_836_1.wav,Myoema
/storage/LPB2018/,E-LPB_20180627_041935_836_2.wav,Myoema
/storage/LPB2018/,A-LPB_20180616_001048_973_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180616_001048_973_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180610_040504_000_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180610_040504_000_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180807_220229_000_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180807_220229_000_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180630_231651_552_1.wav,Myonat
/storage/LPB2018/,A-LPB_20180630_231651_552_2.wav,Myonat
/storage/LPB2018/,S4U00311_20180814_052330_000_1.wav,Myosp
/storage/LPB2018/,S4U00311_20180814_052330_000_2.wav,Myosp
/storage/LPB2018/,C-LPB_20180807_224009_160_1.wav,Myomys
/storage/LPB2018/,C-LPB_20180807_224009_160_2.wav,Myomys
/storage/LPB2018/,E-LPB_20180814_060525_033_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180814_060525_033_2.wav,Myosp
/storage/LPB2018/,B-LPB_20180617_034545_044_1.wav,Myobra
/storage/LPB2018/,B-LPB_20180617_034545_044_2.wav,Myobra
/storage/LPB2018/,A-LPB_20180807_220104_000_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180807_220104_000_2.wav,Myosp
/storage/LPB2018/,E-LPB_20180711_231437_509_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180711_231437_509_2.wav,Myosp
/storage/LPB2018/,S4U00311_20180815_024608_000_1.wav,Myomyo
/storage/LPB2018/,S4U00311_20180815_024608_000_2.wav,Myomyo
/storage/LPB2018/,A-LPB_20180630_231638_323_1.wav,Myosp
/storage/LPB2018/,A-LPB_20180630_231638_323_2.wav,Myosp
/storage/LPB2018/,E-LPB_20180617_020305_213_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180617_020305_213_2.wav,Myosp
/storage/LPB2018/,B-LPB_20180608_022057_374_1.wav,Myomyo
/storage/LPB2018/,B-LPB_20180608_022057_374_2.wav,Myomyo
/storage/LPB2018/,A-LPB_20180611_011150_188_1.wav,Myomyo
/storage/LPB2018/,A-LPB_20180611_011150_188_2.wav,Myomyo
/storage/LPB2018/,S4U00311_20180816_034528_000_1.wav,Myomyo
/storage/LPB2018/,S4U00311_20180816_034528_000_2.wav,Myomyo
/storage/LPB2018/,E-LPB_20180620_002652_379_1.wav,Myosp
/storage/LPB2018/,E-LPB_20180620_002652_379_2.wav,Myosp
/storage/LPB2018/,A-LPB_20180630_232850_477_1.wav,Myonat
/storage/LPB2018/,A-LPB_20180630_232850_477_2.wav,Myonat
/storage/LPB2018/,D-LPB_20180815_222112_263_1.wav,Myomyo
/storage/LPB2018/,D-LPB_20180815_222112_263_2.wav,Myomyo
