Directory,File,Validation,Id,Id_avant validation,Contact,Group,IGp,Species,ISp,Year,Month,Day,Hour,Minute,Date,Time,Night_Date,Place,NbCalls,MedFreq,MedInt,Iqual,Isc,Ibuz,Site,Machine,Opérateur,Projet,Habitat1,Habitat2
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170316_002004_180.wav,C. Brabant,Myodau,Myosp,Main,Myosp,10,Myodau,2,2017,3,16,0,20,16/03/2017,0:20,15/03/2017,A-DASY,78,41,57,5,3,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170316_020236_600.wav,C. Brabant,ChiroSp,ChiroSp,Main,Barbar,0,Barbar,0,2017,3,16,2,2,16/03/2017,2:02,15/03/2017,A-DASY,2,38,0,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170316_193552_398.wav,C. Brabant,Nycnoc,Nycnoc,Main,ENVsp,10,Nycnoc,10,2017,3,16,19,35,16/03/2017,19:35,16/03/2017,A-DASY,9,20,163,9,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170316_195216_803.wav,C. Brabant,Pipnat,Pipnat,Main,Pip35,10,Pipnat,10,2017,3,16,19,52,16/03/2017,19:52,16/03/2017,A-DASY,27,40,177,10,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170316_200024_375.wav,C. Brabant,Myodau,Myosp,Main,Myosp,8,Myodau,2,2017,3,16,20,0,16/03/2017,20:00,16/03/2017,A-DASY,61,40,64,6,4,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170316_205054_887.wav,C. Brabant,ChiroSp,ChiroSp,Main,Barbar,2,Barbar,2,2017,3,16,20,50,16/03/2017,20:50,16/03/2017,A-DASY,2,37,0,6,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170316_210926_487.wav,P. Nyssen,Myodau,ChiroSp,Main,Myosp,4,Myobec,4,2017,3,16,21,9,16/03/2017,21:09,16/03/2017,A-DASY,31,41,91,7,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170316_215148_549.wav,P. Nyssen,ChiroSp,ChiroSp,Main,Myosp,2,Myodas,2,2017,3,16,21,51,16/03/2017,21:51,16/03/2017,A-DASY,1,32,0,5,4,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170316_220800_229.wav,P. Nyssen,ChiroSp,ChiroSp,Main,Myosp,2,Myodas,2,2017,3,16,22,8,16/03/2017,22:08,16/03/2017,A-DASY,1,33,0,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170316_224949_855.wav,C. Brabant,ChiroSp,ChiroSp,Main,Barbar,4,Barbar,1,2017,3,16,22,49,16/03/2017,22:49,16/03/2017,A-DASY,1,41,0,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170316_235932_649.wav,C. Brabant,ChiroSp,ChiroSp,Main,Barbar,1,Barbar,1,2017,3,16,23,59,16/03/2017,23:59,16/03/2017,A-DASY,1,39,0,6,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170317_004535_259.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,0,Myomyo,0,2017,3,17,0,45,17/03/2017,0:45,16/03/2017,A-DASY,38,32,114,4,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170317_195349_314.wav,C. Brabant,Myodau,Myosp,Main,Myosp,9,Myodau,2,2017,3,17,19,53,17/03/2017,19:53,17/03/2017,A-DASY,83,41,54,5,2,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170317_205334_513.wav,C. Brabant,Pipnat,Pipnat,Secondary,Pip35,6,Pipnat,6,2017,3,17,20,53,17/03/2017,20:53,17/03/2017,A-DASY,10,42,55,9,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170317_231744_000.wav,P. Nyssen,Myosp,ChiroSp,Main,Myosp,5,Myobra,3,2017,3,17,23,17,17/03/2017,23:17,17/03/2017,A-DASY,12,42,94,5,0,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/NOISE/,A-DASY_20170317_231754_000.wav,C. Brabant,ChiroSp,ChiroSp,Main,ENVsp,1,Nyclei,1,2017,3,17,23,17,17/03/2017,23:17,17/03/2017,A-DASY,1,37,160,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
H:/Dasy_Escaut_BenoitGauquie/__dasy_A_hollain/wav/,A-DASY_20170318_210141_531.wav,C. Brabant,Myodau,Myosp,Main,Myosp,8,Myodau,0,2017,3,18,21,1,18/03/2017,21:01,18/03/2017,A-DASY,60,42,74,5,1,0,Hollain (Escaut),SM2-A,B. Gauquie,Divers Plecotus,Cours d'eau - fleuves et gd rivières (L >10 m),"Chemin (induré, circulation véhicule lents)"
